park_name,fountain_number,location_description,address,2017_initial_result,2017_initial_sample_date,2017_follow_up_result,2017_follow_up_sample_date,2017_epa_first_draw_result,2017_epa_first_draw_sample_date,follow_up_field_result,follow_up_field_sample_date,unmarked_result,unmarked_sample_date,2016_epa_first_draw_result,2016_epa_flush_30_sec,2016_epa_flush_10_min,status,indoor_outdoor
JUNEWAY BEACH,Juneway Beach  #1,at sheridan and eastlake,7751 N EASTLAKE TER,5.71,2017-04-15,,,41.9,2017-06-03,3.0,2017-07-20,,,62.0,68.0,8.7,Continuous flow - To be assessed for repair/replacement/removal,O
JUNIPER,Juniper  #1,at entrance on greenview,3656 N GREENVIEW AVE,2.79,2017-04-28,,,2.74,2017-08-12,,,,,18.0,17.0,4.5,Passed testing - returned to normal push-button operation,O
KEDVALE,Kedvale  #1 - High,between basketball court and playground,4140 W HIRSCH ST,2.0,2017-04-08,,,,,,,,,0.12,,,Passed testing - returned to normal push-button operation,O
KEDVALE,Kedvale  #1 - Middle,between basketball court and playground,4140 W HIRSCH ST,2.0,2017-04-08,,,,,,,,,,,,Passed testing - returned to normal push-button operation,O
KEDVALE,Kedvale  #1 - Low,between basketball court and playground,4140 W HIRSCH ST,2.0,2017-04-08,,,,,,,,,0.12,,,Passed testing - returned to normal push-button operation,O
KELLS (GEORGE),Kells  #1,ne corner of park,3201 W CHICAGO AVE,3.11,2017-05-22,,,,,,,,,18.1,16.0,13.0,In flushing protocol - 2017 EPA Test pending,O
KELLY (EDWARD),Kelly  #1 - High,"near 41st entrance, next to field house",2725 W 41ST ST,2.0,2017-04-27,,,,,,,,,6.56,,,Passed testing - returned to normal push-button operation,O
KELLY (EDWARD),Kelly  #1 - Low,"near 41st entrance, next to field house",2725 W 41ST ST,2.0,2017-04-27,,,,,,,,,5.52,,,Passed testing - returned to normal push-button operation,O
KELLY (EDWARD),Kelly #2 - High,"northwest corner of park, on california",2725 W 41ST ST,2.0,2017-04-27,,,,,,,,,0.516,,,Passed testing - returned to normal push-button operation,O
KELLY (EDWARD),Kelly #2 - Low,"northwest corner of park, on california",2725 W 41ST ST,2.0,2017-04-27,,,,,,,,,,,,Passed testing - returned to normal push-button operation,O
KELLY (EDWARD),Kelly #3 - High,"south side of park, at fairfield entrance",2725 W 41ST ST,16.2,2017-07-29,2.66,2017-08-10,,,,,,,,,,,O
KELLY (EDWARD),Kelly #3 - Low,"south side of park, at fairfield entrance",2725 W 41ST ST,15.7,2017-07-29,3.44,2017-08-10,,,,,,,,,,,O
KELVYN (WILLIAM),Kelvyn  #1,south of junior soccer field,4438 W WRIGHTWOOD AVE,2.0,2017-04-12,,,,,,,,,5.08,,,Passed testing - returned to normal push-button operation,O
KELVYN (WILLIAM),Kelvyn  #2,"near spraypool, on path",4438 W WRIGHTWOOD AVE,2.0,2017-04-12,,,,,,,,,12.4,,,Passed testing - returned to normal push-button operation,O
KELVYN (WILLIAM),Kelvyn  #3,"at wrightwood and kilbourn, on path",4438 W WRIGHTWOOD AVE,2.0,2017-04-12,,,,,,,,,7.08,,,Passed testing - returned to normal push-button operation,O
KELVYN (WILLIAM),Kelvyn  #4,"at wrightwood and kostner, on path",4438 W WRIGHTWOOD AVE,8.64,2017-04-12,,,28.0,2017-07-14,,,,,25.0,84.0,49.0,Continuous flow - To be assessed for repair/replacement/removal,O
KENNEDY (DENNIS),Kennedy  #1,"northeast corner of park, by vet memorial",11320 S WESTERN AVE,2.0,2017-04-14,,,12.6,2017-06-09,3.0,2017-07-25,,,36.9,14.0,2.0,Passed testing - returned to normal push-button operation,O
KENNEDY (DENNIS),Kennedy  #2,"north side of park, west of campbell, on path",11320 S WESTERN AVE,2.0,2017-04-14,,,,,,,,,1.29,,,Passed testing - returned to normal push-button operation,O
KENNEDY (DENNIS),Kennedy  #3 - High,playground,11320 S WESTERN AVE,2.0,2017-04-14,,,,,,,,,0.204,,,Passed testing - returned to normal push-button operation,O
KENNEDY (DENNIS),Kennedy  #3 - Middle,playground,11320 S WESTERN AVE,2.0,2017-04-14,,,,,,,,,0.534,,,Passed testing - returned to normal push-button operation,O
KENNEDY (DENNIS),Kennedy  #3 - Low,playground,11320 S WESTERN AVE,2.0,2017-04-14,,,,,,,,,0.284,,,Passed testing - returned to normal push-button operation,O
KENNEDY (DENNIS),Kennedy  #4,"between two east diamonds, on path",11320 S WESTERN AVE,2.0,2017-04-14,,,6.96,2017-06-10,,,,,28.0,8.4,2.0,Passed testing - returned to normal push-button operation,O
KENNEDY (DENNIS),Kennedy  #5,"west side of park, between baseball diamonds",11320 S WESTERN AVE,2.0,2017-04-14,,,,,,,,,4.4,,,Passed testing - returned to normal push-button operation,O
KENNEDY (DENNIS),Kennedy  #6,on pool deck,11320 S WESTERN AVE,2.0,2017-04-14,,,274.0,2017-06-10,,,,,68.0,180.0,5.9,Continuous flow - To be assessed for repair/replacement/removal,O
KENNEDY (DENNIS),Kennedy  #7,"on driveway, southeast corner of fieldhouse, by courts",11320 S WESTERN AVE,2.0,2017-04-14,,,,,,,,,3.11,,,Passed testing - returned to normal push-button operation,O
KENNEDY (DENNIS),Kennedy  #8,"south side of park, west of campbell, on path",11320 S WESTERN AVE,2.0,2017-04-14,,,,,,,,,4.04,,,Passed testing - returned to normal push-button operation,O
KENSINGTON,Kensington  #1,east side of fieldhouse,345 E 118TH ST,3.4,2017-05-28,,,4.36,2017-06-27,,,,,28.5,34.0,5.0,Passed testing - returned to normal push-button operation,O
KEN-WELL,Ken-Well  #1,east of field house,2945 N KENOSHA AVE,3.82,2017-04-14,,,31.1,2017-07-15,,,,,42.0,42.0,6.6,Continuous flow - To be assessed for repair/replacement/removal,O
KENWOOD COMM.,Kenwood Community Center  #1 - High,"northwest corner of park, at playground entrance",1330 E 50TH ST,10.3,2017-05-01,,,28.4,2017-06-28,,,,,36.0,,,Continuous flow - To be assessed for repair/replacement/removal,O
KENWOOD COMM.,Kenwood Community Center  #1 - Low,"northwest corner of park, at playground entrance",1330 E 50TH ST,10.4,2017-05-01,,,15.7,2017-06-28,,,,,24.0,,,Continuous flow - To be assessed for repair/replacement/removal,O
KENWOOD COMM.,Kenwood Community Center  #2,attached to north side of field house,1330 E 50TH ST,2.0,2017-05-01,,,,,,,,,3.5,,,Passed testing - returned to normal push-button operation,O
KENWOOD COMM.,Kenwood Community Center  #3,"on jog path north-center of park, across from spray pool",1330 E 50TH ST,2.0,2017-05-01,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
KENWOOD COMM.,Kenwood Community Center  #4 - High,"southeast corner of park, near community garden entrance",1330 E 50TH ST,4.0,2017-05-01,,,7.24,2017-06-28,,,,,,,,Passed testing - returned to normal push-button operation,O
KENWOOD COMM.,Kenwood Community Center  #4 - Low,"southeast corner of park, near community garden entrance",1330 E 50TH ST,3.91,2017-05-01,,,7.47,2017-06-28,,,,,,,,Passed testing - returned to normal push-button operation,O
KILBOURN,Kilbourn  #1,"north end of park, next to concession",3501 N KILBOURN AVE,5.0,2017-04-19,,,7.61,2017-06-24,,,,,51.2,51.0,16.0,Passed testing - returned to normal push-button operation,O
KILBOURN,Kilbourn  #2,at kilbourn and cornelia,3501 N KILBOURN AVE,2.0,2017-04-19,,,10.3,2017-06-24,,,,,31.9,42.0,2.2,Passed testing - returned to normal push-button operation,O
KILBOURN,Kilbourn  #3,next to playground,3501 N KILBOURN AVE,2.0,2017-04-19,,,24.5,2017-06-24,3.0,2017-07-31,,,31.7,20.0,2.0,Continuous flow - To be assessed for repair/replacement/removal,O
KILBOURN,Kilbourn  #4,at roscoe and kenneth,3501 N KILBOURN AVE,2.0,2017-04-19,,,,,,,,,12.9,,,Passed testing - returned to normal push-button operation,O
"KING (MARTIN LUTHER, JR.)",King  #1 - High,east of playground on path,1200 W 77TH ST,2.0,2017-04-06,,,,,,,,,0.309,,,Passed testing - returned to normal push-button operation,O
"KING (MARTIN LUTHER, JR.)",King  #1 - Low,east of playground on path,1200 W 77TH ST,2.0,2017-04-06,,,,,,,,,0.322,,,Passed testing - returned to normal push-button operation,O
"KING-LOCKHART (PATRICK, ANTHONY)",King-Lockhart  #1 - High,at entrance on western,10609 S WESTERN,2.0,2017-04-17,,,,,,,,,13.6,,,Passed testing - returned to normal push-button operation,O
"KING-LOCKHART (PATRICK, ANTHONY)",King-Lockhart  #1 - Low,at entrance on western,10609 S WESTERN,2.0,2017-04-17,,,,,,,,,14.3,,,Passed testing - returned to normal push-button operation,O
KLEIN (LOIS),Klein  #1 - High,at entrance on lincoln,3538-3540 N LINCOLN AVE,2.0,2017-04-27,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
KLEIN (LOIS),Klein  #1 - Middle,at entrance on lincoln,3538-3540 N LINCOLN AVE,2.0,2017-04-27,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
KLEIN (LOIS),Klein  #1 - Low,at entrance on lincoln,3538-3540 N LINCOLN AVE,2.0,2017-04-27,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
KOLMAR,Kolmar  #1,on kolmar,4143 N KOLMAR AVE,2.0,2017-04-22,,,12.6,2017-06-24,14.0,2017-07-31,,,38.7,17.0,4.9,Passed testing - returned to normal push-button operation,O
KORCZAK (JANUSZ),Korczak  #1,at claremont entrance,6156 N CLAREMONT AVE,2.12,2017-04-14,,,41.0,2017-07-20,,,,,16.0,38.0,5.2,Continuous flow - To be assessed for repair/replacement/removal,O
KOSCIUSZKO (THADEUZ),Kosciuszko  #1 - High,behind northeast baseball diamond,2732 N AVERS AVE,2.98,2017-04-12,,,75.3,2017-07-15,,,,,92.1,83.0,15.0,Continuous flow - To be assessed for repair/replacement/removal,O
KOSCIUSZKO (THADEUZ),Kosciuszko  #1 - Low,behind northeast baseball diamond,2732 N AVERS AVE,2.75,2017-04-12,,,32.9,2017-07-15,,,,,105.0,87.0,14.0,Continuous flow - To be assessed for repair/replacement/removal,O
KOSCIUSZKO (THADEUZ),Kosciuszko  #2 - High,west side of park,2732 N AVERS AVE,2.0,2017-04-12,,,,,,,,,0.145,,,Passed testing - returned to normal push-button operation,O
KOSCIUSZKO (THADEUZ),Kosciuszko  #2 - Middle,west side of park,2732 N AVERS AVE,2.0,2017-04-12,,,,,,,,,0.163,,,Passed testing - returned to normal push-button operation,O
KOSCIUSZKO (THADEUZ),Kosciuszko  #2 - Low,west side of park,2733 N AVERS AVE,2.0,2017-04-12,,,,,,,,,0.12,,,Passed testing - returned to normal push-button operation,O
KOSCIUSZKO (THADEUZ),Kosciuszko  #3 - High,near playground,2732 N AVERS AVE,2.0,2017-04-12,,,,,,,,,0.12,,,Passed testing - returned to normal push-button operation,O
KOSCIUSZKO (THADEUZ),Kosciuszko  #3 - Middle,near playground,2732 N AVERS AVE,2.0,2017-04-12,,,,,,,,,0.12,,,Passed testing - returned to normal push-button operation,O
KOSCIUSZKO (THADEUZ),Kosciuszko  #3 - Low,near playground,2732 N AVERS AVE,2.0,2017-04-12,,,,,,,,,0.12,,,Passed testing - returned to normal push-button operation,O
KRAUSE (FRANCIS VERNON),Krause  #1 - High,at entrance on 106th,10558 S AVENUE L,2.0,2017-05-06,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
KRAUSE (FRANCIS VERNON),Krause  #1 - Middle,at entrance on 106th,10558 S AVENUE L,2.0,2017-05-06,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
KRAUSE (FRANCIS VERNON),Krause  #1 - Low,at entrance on 106th,10558 S AVENUE L,2.0,2017-05-06,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
"KUCINSKI-MURPHY (VICKI, ROSEBETH)",Kucinski-Murphy  #1,north entrance of park on 33rd,1635 W 33RD PL,2.0,2017-04-14,,,,,,,,,0.342,,,Passed testing - returned to normal push-button operation,O
LA FOLLETTE (ROBERT),La Follette #1 - High,"playlot south of hirsch, east of laramie",1333 N LARAMIE AVE,2.0,2017-05-15,,,,,,,,,0.12,,,Continuous flow - Vandalized,O
LA FOLLETTE (ROBERT),La Follette #1 - Middle,"playlot south of hirsch, east of laramie",1333 N LARAMIE AVE,2.0,2017-05-15,,,,,,,,,0.304,,,Continuous flow - Vandalized,O
LA FOLLETTE (ROBERT),La Follette #1 - Low,"playlot south of hirsch, east of laramie",1333 N LARAMIE AVE,2.0,2017-05-15,,,,,,,,,0.12,,,Continuous flow - Vandalized,O
LA FOLLETTE (ROBERT),La Follette #2,"north of comfort station, west of lavergne",1333 N LARAMIE AVE,2.0,2017-05-15,,,,,,,,,9.8,,,Passed testing - returned to normal push-button operation,O
LA FOLLETTE (ROBERT),La Follette #3,"south of fieldhouse, east of laramie",1333 N LARAMIE AVE,4.54,2017-04-10,2.0,2017-05-15,,,,,,,7.16,,,Passed testing - returned to normal push-button operation,O
LA FOLLETTE (ROBERT),La Follette #4,"north of patomac, south of football field on path",1333 N LARAMIE AVE,3.77,2017-04-10,2.01,2017-05-15,,,,,,,8.72,,,Passed testing - returned to normal push-button operation,O
LA FOLLETTE (ROBERT),La Follette #5 - High,pool deck,1333 N LARAMIE AVE,2.0,2017-05-30,,,,,,,,,0.554,,,Passed testing - returned to normal push-button operation,O
LA FOLLETTE (ROBERT),La Follette #5 - Low,pool deck,1333 N LARAMIE AVE,2.0,2017-05-30,,,,,,,,,0.52,,,Passed testing - returned to normal push-button operation,O
LA FOLLETTE (ROBERT),La Follette  #6,"near hirsch and lawler, on path",1333 N LARAMIE AVE,2.0,2017-05-15,,,,,,,,,,,,Continuous flow - To be assessed for repair/replacement/removal,O
LA VILLITA,La Villita  #1 - High,"in playground area, north side of park",2800 S SACRAMENTO,2.0,2017-04-13,,,,,,,,,0.12,,,Passed testing - returned to normal push-button operation,O
LA VILLITA,La Villita  #1 - Middle,"in playground area, north side of park",2800 S SACRAMENTO,2.0,2017-04-13,,,,,,,,,0.12,,,Passed testing - returned to normal push-button operation,O
LA VILLITA,La Villita  #1 - Low,"in playground area, north side of park",2800 S SACRAMENTO,2.0,2017-04-13,,,,,,,,,0.12,,,Passed testing - returned to normal push-button operation,O
LA VILLITA,La Villita  #2 - High,"middle of park, south of 28th street",2800 S SACRAMENTO,2.0,2017-04-14,,,,,,,,,0.12,,,Passed testing - returned to normal push-button operation,O
LA VILLITA,La Villita  #2 - Low,"middle of park, south of 28th street",2800 S SACRAMENTO,2.0,2017-04-14,,,,,,,,,0.12,,,Passed testing - returned to normal push-button operation,O
LA VILLITA,La Villita  #3 - High,south end of park behind baseball diamond,2800 S SACRAMENTO,2.0,2017-04-14,,,,,,,,,0.12,,,Passed testing - returned to normal push-button operation,O
LA VILLITA,La Villita  #3 - Middle,south end of park behind baseball diamond,2800 S SACRAMENTO,2.0,2017-04-14,,,,,,,,,0.12,,,Passed testing - returned to normal push-button operation,O
LA VILLITA,La Villita  #3 - Low,south end of park behind baseball diamond,2800 S SACRAMENTO,2.0,2017-04-14,,,,,,,,,0.12,,,Passed testing - returned to normal push-button operation,O
LAKE SHORE,Lake Shore #1 - High,"northwest corner, north of tennis courts, west of baseball diamond",808 N LAKE SHORE DR,2.0,2017-04-17,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
LAKE SHORE,Lake Shore #1 - Low,"northwest corner, north of tennis courts, west of baseball diamond",808 N LAKE SHORE DR,2.0,2017-04-17,,,,,,,,,2.1,,,Passed testing - returned to normal push-button operation,O
LAKE SHORE,Lake Shore #2 - High,"southeast corner, inside track",808 N LAKE SHORE DR,2.0,2017-04-17,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
LAKE SHORE,Lake Shore #2 - Middle,"southeast corner, inside track",808 N LAKE SHORE DR,2.0,2017-04-17,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
LAKE SHORE,Lake Shore #2 - Low,"southeast corner, inside track",808 N LAKE SHORE DR,2.0,2017-04-17,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
LAMB (HAROLD),Lamb  #1,east of basketball court,1400 W 109TH ST,5.09,2017-04-17,,,45.4,2017-06-14,,,,,41.8,72.0,96.0,Continuous flow - To be assessed for repair/replacement/removal,O
LANE (GEORGE) BEACH,Lane Beach #1 - High,at thorndale entrance,5915 N SHERIDAN RD,3.15,2017-04-15,,,3.37,2017-06-03,5.0,2017-07-20,,,15.0,13.0,3.6,Passed testing - returned to normal push-button operation,O
LANE (GEORGE) BEACH,Lane Beach #1 - Middle,at thorndale entrance,5915 N SHERIDAN RD,3.22,2017-04-15,,,3.19,2017-06-03,,,,,12.0,,,Passed testing - returned to normal push-button operation,O
LANE (GEORGE) BEACH,Lane Beach #1 - Low,at thorndale entrance,5915 N SHERIDAN RD,3.14,2017-04-15,,,2.7,2017-06-03,,,,,8.5,,,Passed testing - returned to normal push-button operation,O
LANGDON (MARY MARGARET),Langdon  #1,at entrance on albion,1754 W ALBION AVE,2.0,2017-04-25,,,4.03,2017-07-13,,,,,20.0,15.0,2.7,Passed testing - returned to normal push-button operation,O
LANGLEY,Langley  #1 - High,middle of track on lanely,11255 S. LANGLEY AVE,2.0,2017-05-09,,,,,,,,,4.61,,,Passed testing - returned to normal push-button operation,O
LANGLEY,Langley  #1 - Low,middle of track on lanely,11255 S. LANGLEY AVE,2.0,2017-05-09,,,,,,,,,5.82,,,Passed testing - returned to normal push-button operation,O
LANGLEY,Langley  #2 - High,playground,11255 S. LANGLEY AVE,56.4,2017-05-09,3.02,2017-05-26,4.41,2017-08-04,,,,,6.05,,,Passed testing - returned to normal push-button operation,O
LANGLEY,Langley  #2 - Middle,playground,11255 S. LANGLEY AVE,16.2,2017-05-09,6.12,2017-05-26,4.5,2017-08-04,,,,,6.1,,,Passed testing - returned to normal push-button operation,O
LANGLEY,Langley  #2 - Low,playground,11255 S. LANGLEY AVE,8.27,2017-05-09,6.04,2017-05-26,4.65,2017-08-04,,,,,6.7,,,Passed testing - returned to normal push-button operation,O
LAWLER (MICHAEL),Lawler  #1 - High,near 63rd and leamington entrance,5210 W 64TH ST,7.08,2017-04-03,,,20.4,2017-06-28,,,,,42.1,59.3,15.9,Continuous flow - To be assessed for repair/replacement/removal,O
LAWLER (MICHAEL),Lawler  #1 - Low,near 63rd and leamington entrance,5210 W 64TH ST,7.42,2017-04-03,,,20.0,2017-06-28,,,,,44.8,59.4,11.2,Continuous flow - To be assessed for repair/replacement/removal,O
LAWLER (MICHAEL),Lawler  #2 - High,playground,5210 W 64TH ST,2.0,2017-04-03,,,,,,,,,0.807,,,Passed testing - returned to normal push-button operation,O
LAWLER (MICHAEL),Lawler  #2 - Middle,playground,5210 W 64TH ST,2.0,2017-04-03,,,,,,,,,0.708,,,Passed testing - returned to normal push-button operation,O
LAWLER (MICHAEL),Lawler  #2 - Low,playground,5210 W 64TH ST,2.0,2017-04-03,,,,,,,,,0.54,,,Passed testing - returned to normal push-button operation,O
LAZARUS (EMMA),Lazarus  #1,at entrance on columbia,1257 W COLUMBIA AVE,4.83,2017-04-25,,,67.3,2017-07-12,,,,,120.0,180.0,80.0,Continuous flow - To be assessed for repair/replacement/removal,O
LE CLAIRE COURTS - HEARST COMM. CTR,Le Claire Courts  #1,northeast of fieldhouse,5116 W 44TH ST,2.0,2017-04-24,,,,,,,,,1.38,,,Passed testing - returned to normal push-button operation,O
LE CLAIRE COURTS - HEARST COMM. CTR,Le Claire Courts  #2,east end of park near walking path,5116 W 44TH ST,2.0,2017-04-24,2.0,2017-05-23,2.0,2017-06-09,,,,,65.8,,,Passed testing - returned to normal push-button operation,O
LE CLAIRE COURTS - HEARST COMM. CTR,Le Claire Courts  #3,tennis court,5116 W 44TH ST,3.78,2017-04-24,,,,,,,,,7.71,,,Passed testing - returned to normal push-button operation,O
LEE (JOHN),Lee  #1 - High,near entrance on lawndale,3700 W 87TH ST,2.52,2017-04-03,,,,,,,,,6.52,,,Passed testing - returned to normal push-button operation,O
LEE (JOHN),Lee  #1 - Low,near entrance on lawndale,3700 W 87TH ST,2.57,2017-04-03,,,,,,,,,6.83,,,Passed testing - returned to normal push-button operation,O
LEGION,Legion  #1,"east of river, south of playlot, at thorndale entrance",3100 W BRYN MAWR AVE,21.9,2017-04-14,6.15,2017-05-24,50.3,2017-08-08,9.0,2017-07-06,29.0,2017-08-08,118.0,130.0,110.0,Continuous flow - To be assessed for repair/replacement/removal,O
LEGION,Legion  #2,"west of river, at ardmore entrance",3100 W BRYN MAWR AVE,2.0,2017-04-14,,,88.4,2017-08-08,52.0,2017-08-08,,,88.2,51.0,4.1,Continuous flow - To be assessed for repair/replacement/removal,O
LEGION,Legion  #3,"east of river, south of ardmore entrance",3100 W BRYN MAWR AVE,27.9,2017-04-14,36.3,2017-05-03,26.0,2017-07-18,,,,,12.6,,,Off. To be assessed for repair/replacement/removal,O
LEGION,Legion  #4,"east of river, between playlot and hollywood entrance",3100 W BRYN MAWR AVE,8.41,2017-04-14,,,13.6,2017-08-08,7.0,2017-08-08,,,101.0,12.0,11.0,Continuous flow - To be assessed for repair/replacement/removal,O
LEGION,Legion  #5,"east of river, north of catalpa entrance by playlot",3100 W BRYN MAWR AVE,15.4,2017-04-14,6.29,2017-05-24,37.7,2017-08-08,3.0,2017-07-06,18.0,2017-08-08,73.9,69.0,75.0,Continuous flow - To be assessed for repair/replacement/removal,O
LEGION,Legion  #6,"east of river, north of balmoral entrance",3100 W BRYN MAWR AVE,23.1,2017-04-14,3.78,2017-05-24,33.9,2017-08-08,6.0,2017-07-06,20.0,2017-08-08,91.7,97.0,81.0,Continuous flow - To be assessed for repair/replacement/removal,O
LEONE (SAM) BEACH,Leone Beach  #1,"on touhy, south of beach house",1222 W TOUHY AVE,2.0,2017-04-15,,,6.63,2017-06-03,2.0,2017-07-20,,,18.0,,,Passed testing - returned to normal push-button operation,O
LERNER (LEO),Lerner  #1,west of playlot on path,7000 N SACRAMENTO AVE,2.0,2017-04-12,,,,,,,,,1.67,,,Passed testing - returned to normal push-button operation,O
LERNER (LEO),Lerner  #2,north of playlot,7000 N SACRAMENTO AVE,2.0,2017-04-12,,,,,,,,,1.09,,,Passed testing - returned to normal push-button operation,O
LERNER (LEO),Lerner  #3,by tennis court - south,7000 N SACRAMENTO AVE,2.0,2017-04-12,,,,,,,,,5.71,,,Passed testing - returned to normal push-button operation,O
LERNER (LEO),Lerner  #4,west of tennis court on path,7000 N SACRAMENTO AVE,2.0,2017-04-12,,,,,,,,,1.46,,,Passed testing - returned to normal push-button operation,O
LEVIN (JOHN),Levin  #1,"center of park, where playground path and baseball diamond path converge",5458 W KINZIE PARKWAY,9.62,2017-04-07,,,,,,,,,0.21,,,Passed testing - returned to normal push-button operation,O
LIMAS (JULIANN HOPE),Limas  #1,south of entrance,2410 S TRUMBULL AVE,3.93,2017-04-13,,,24.7,2017-07-22,,,,,27.7,16.0,10.0,Continuous flow - To be assessed for repair/replacement/removal,O
LINCOLN (ABRAHAM),Lincoln  #1 - High,"west of lsd, hollywood and lsd playground",2045 N LINCOLN PARK WEST,2.0,2017-04-08,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #1 - Low,"west of lsd, hollywood and lsd playground",2045 N LINCOLN PARK WEST,2.0,2017-04-08,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #2,"west of lsd, bryn mawr and lsd - south of playground",2045 N LINCOLN PARK WEST,2.0,2017-04-08,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #3,"west of lsd, path triangle ""meadows""",2045 N LINCOLN PARK WEST,2.87,2017-04-08,,,,,,,,,8.6,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #4,"west of lsd, foster and marine at intersection",2045 N LINCOLN PARK WEST,2.0,2017-04-11,,,,,,,,,3.2,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #5,"west of lsd, path triangle, 100 yards north of margate fieldhouse",2045 N LINCOLN PARK WEST,2.0,2017-04-11,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #6 - High,"west of lsd, playground at margate fieldhouse, east side of building",2045 N LINCOLN PARK WEST,2.0,2017-04-11,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #6 - Low,"west of lsd, playground at margate fieldhouse, east side of building",2045 N LINCOLN PARK WEST,2.0,2017-04-11,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #7,"west of lsd, margate dog park",2045 N LINCOLN PARK WEST,2.0,2017-04-11,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #8 - Dog,"west of lsd, margate dog park",2045 N LINCOLN PARK WEST,2.0,2017-04-11,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #9,"west of lsd, southeast corner of lawrence and marine",2045 N LINCOLN PARK WEST,3.04,2017-04-11,,,13.6,2017-06-06,32.0,2017-07-17,,,95.0,70.0,16.0,Continuous flow - To be assessed for repair/replacement/removal,O
LINCOLN (ABRAHAM),Lincoln  #10,"west of lsd, northeast corner of wilson and marine",2045 N LINCOLN PARK WEST,2.0,2017-04-11,,,,,,,,,4.2,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #11 - High,"west of lsd, montrose and clarendon dog park",2045 N LINCOLN PARK WEST,6.63,2017-04-11,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #11 - Middle,"west of lsd, montrose and clarendon dog park",2045 N LINCOLN PARK WEST,7.77,2017-04-11,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #11 - Low,"west of lsd, montrose and clarendon dog park",2045 N LINCOLN PARK WEST,2.0,2017-04-11,,,,,,,,,2.9,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln #12 - High,"west of lsd, west entrance to buena underpass, peace garden",2045 N LINCOLN PARK WEST,2.0,2017-04-11,,,2.13,2017-06-06,4.0,2017-07-17,,,16.0,2.1,2.2,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln #12 - Low,"west of lsd, west entrance to buena underpass, peace garden",2045 N LINCOLN PARK WEST,2.0,2017-04-11,,,3.06,2017-06-06,,,,,,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #13,"west of lsd, belmont lsd ramp, tescler playlot",2045 N LINCOLN PARK WEST,2.0,2017-04-11,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #14,"west of lsd, altgeld monument",2045 N LINCOLN PARK WEST,8.34,2017-08-05,,,,,,,,,,,,In flushing protocol - 2017 EPA Test pending,O
LINCOLN (ABRAHAM),Lincoln  #15 - North,"west of lsd, playground at north pond",2045 N LINCOLN PARK WEST,2.0,2017-04-13,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #15 - East,"west of lsd, playground at north pond",2045 N LINCOLN PARK WEST,2.0,2017-04-13,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #15 - South,"west of lsd, playground at north pond",2045 N LINCOLN PARK WEST,2.0,2017-04-13,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #15 - West,"west of lsd, playground at north pond",2045 N LINCOLN PARK WEST,2.0,2017-04-13,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
